,State of the Art,State of the Art,State of the Art,PBVI,PBVI,PBVI
,time,value,iteration,time,value,iteration
broadcastChannel(0),0.01635003089904785,"(1.0000000000000002, 1.0000000000000002)",3,0.3427441120147705,"(1.0000000000000002, 1.0000000000000002)",3
broadcastChannel(1),0.013762712478637695,"(1.0000000000000002, 1.0000000000000002)",3,0.2991640567779541,"(1.0000000000000002, 1.0000000000000002)",3
