gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value,follower_value,density,gap
zerosum,State of the Art,1,2,0.33327794075012207,4,-12.444243670837366,-12.444243670837366,0.324,0.0
zerosum,State of the Art,1,3,0.33327794075012207,4,-12.444243670837366,-12.444243670837366,0.1944,0.0
zerosum,State of the Art,1,4,0.33327794075012207,4,-12.444243670837366,-12.444243670837366,0.11664,0.0
zerosum,Stackelberg,2,0,0.3874049186706543,5,-16.90651328688701,16.90651328688701,0.9,33.81302657377402
zerosum,Stackelberg,2,1,0.3874049186706543,7,-16.90651328688701,16.90651328688701,0.54,33.81302657377402
zerosum,Stackelberg,2,2,0.3874049186706543,7,-16.90651328688701,16.90651328688701,0.324,33.81302657377402
zerosum,Stackelberg,2,3,0.3874049186706543,7,-16.90651328688701,16.90651328688701,0.1944,33.81302657377402
zerosum,Stackelberg,2,4,0.3874049186706543,7,-16.90651328688701,16.90651328688701,0.11664,33.81302657377402
zerosum,State of the Art,2,0,0.573843240737915,5,-16.906513286887005,-16.906513286887005,0.9,0.0
zerosum,State of the Art,2,1,0.573843240737915,7,-16.816808688409882,-16.816808688409882,0.54,0.0
zerosum,State of the Art,2,2,0.573843240737915,7,-16.816808688409882,-16.816808688409882,0.324,0.0
zerosum,State of the Art,2,3,0.573843240737915,7,-16.816808688409882,-16.816808688409882,0.1944,0.0
zerosum,State of the Art,2,4,0.573843240737915,7,-16.816808688409882,-16.816808688409882,0.11664,0.0
zerosum,Stackelberg,3,0,0.537086009979248,7,-31.23265230172808,31.23265230172808,0.9,62.46530460345616
zerosum,Stackelberg,3,1,0.537086009979248,10,-29.702288357972122,31.23265230172808,0.54,60.9349406597002
zerosum,Stackelberg,3,2,0.537086009979248,10,-29.702288357972122,31.23265230172808,0.324,60.9349406597002
zerosum,Stackelberg,3,3,0.537086009979248,10,-29.702288357972122,31.23265230172808,0.1944,60.9349406597002
zerosum,Stackelberg,3,4,0.537086009979248,10,-29.702288357972122,31.23265230172808,0.11664,60.9349406597002
zerosum,State of the Art,3,0,0.8472628593444824,7,-21.281619465510474,-21.281619465510474,0.9,0.0
zerosum,State of the Art,3,1,0.8472628593444824,10,-21.191504372336645,-21.191504372336645,0.54,0.0
zerosum,State of the Art,3,2,0.8472628593444824,10,-21.191504372336645,-21.191504372336645,0.324,0.0
zerosum,State of the Art,3,3,0.8472628593444824,10,-21.191504372336645,-21.191504372336645,0.1944,0.0
zerosum,State of the Art,3,4,0.8472628593444824,10,-21.191504372336645,-21.191504372336645,0.11664,0.0
zerosum,Stackelberg,4,0,0.6598358154296875,9,-30.147579871862803,30.147579871862803,0.9,60.295159743725605
zerosum,Stackelberg,4,1,0.6598358154296875,13,-29.06005094108089,30.147579871862803,0.54,59.20763081294369
zerosum,Stackelberg,4,2,0.6598358154296875,13,-29.06005094108089,30.147579871862803,0.324,59.20763081294369
zerosum,Stackelberg,4,3,0.6598358154296875,13,-29.06005094108089,30.147579871862803,0.1944,59.20763081294369
zerosum,Stackelberg,4,4,0.6598358154296875,13,-29.06005094108089,30.147579871862803,0.11664,59.20763081294369
zerosum,State of the Art,4,0,1.0931289196014404,9,-25.656622772107173,-25.656622772107173,0.9,0.0
zerosum,State of the Art,4,1,1.0931289196014404,13,-25.566478857554102,-25.566478857554102,0.54,0.0
zerosum,State of the Art,4,2,1.0931289196014404,13,-25.566478857554102,-25.566478857554102,0.324,0.0
zerosum,State of the Art,4,3,1.0931289196014404,13,-25.566478857554102,-25.566478857554102,0.1944,0.0
zerosum,State of the Art,4,4,1.0931289196014404,13,-25.566478857554102,-25.566478857554102,0.11664,0.0
zerosum,Stackelberg,5,0,0.8581318855285645,11,-38.9490283285895,38.9490283285895,0.9,77.898056657179
zerosum,Stackelberg,5,1,0.8581318855285645,16,-36.95868859549277,38.9490283285895,0.54,75.90771692408227
zerosum,Stackelberg,5,2,0.8581318855285645,16,-36.95868859549277,38.9490283285895,0.324,75.90771692408227
zerosum,Stackelberg,5,3,0.8581318855285645,16,-36.95868859549277,38.9490283285895,0.1944,75.90771692408227
zerosum,Stackelberg,5,4,0.8581318855285645,16,-36.95868859549277,38.9490283285895,0.11664,75.90771692408227
zerosum,State of the Art,5,0,1.381493091583252,11,-30.03162287508077,-30.03162287508077,0.9,0.0
zerosum,State of the Art,5,1,1.381493091583252,16,-29.941476937043703,-29.941476937043703,0.54,0.0
zerosum,State of the Art,5,2,1.381493091583252,16,-29.941476937043703,-29.941476937043703,0.324,0.0
zerosum,State of the Art,5,3,1.381493091583252,16,-29.941476937043703,-29.941476937043703,0.1944,0.0
zerosum,State of the Art,5,4,1.381493091583252,16,-29.941476937043703,-29.941476937043703,0.11664,0.0
stackelberg,Stackelberg,1,0,0.18463921546936035,3,-2.0,-17.0,0.9,15.0
stackelberg,Stackelberg,1,1,0.18463921546936035,4,-2.0,-17.0,0.54,15.0
stackelberg,Stackelberg,1,2,0.18463921546936035,4,-2.0,-17.0,0.324,15.0
stackelberg,Stackelberg,1,3,0.18463921546936035,4,-2.0,-17.0,0.1944,15.0
stackelberg,Stackelberg,1,4,0.18463921546936035,4,-2.0,-17.0,0.11664,15.0
stackelberg,State of the Art,1,0,0.17977070808410645,3,-2.0,-8.5,0.9,6.5
stackelberg,State of the Art,1,1,0.17977070808410645,4,-2.0,-8.5,0.54,6.5
stackelberg,State of the Art,1,2,0.17977070808410645,4,-2.0,-8.5,0.324,6.5
stackelberg,State of the Art,1,3,0.17977070808410645,4,-2.0,-8.5,0.1944,6.5
stackelberg,State of the Art,1,4,0.17977070808410645,4,-2.0,-8.5,0.11664,6.5
stackelberg,Stackelberg,2,0,0.3698618412017822,5,-3.0,-25.5,0.9,22.5
stackelberg,Stackelberg,2,1,0.3698618412017822,7,-3.0,-25.5,0.54,22.5
stackelberg,Stackelberg,2,2,0.3698618412017822,7,-3.0,-25.5,0.324,22.5
stackelberg,Stackelberg,2,3,0.3698618412017822,7,-3.0,-25.5,0.1944,22.5
stackelberg,Stackelberg,2,4,0.3698618412017822,7,-3.0,-25.5,0.11664,22.5
stackelberg,State of the Art,2,0,0.3164677619934082,5,-3.0,-8.5,0.9,5.5
stackelberg,State of the Art,2,1,0.3164677619934082,7,-3.0,-8.5,0.54,5.5
stackelberg,State of the Art,2,2,0.3164677619934082,7,-3.0,-8.5,0.324,5.5
stackelberg,State of the Art,2,3,0.3164677619934082,7,-3.0,-8.5,0.1944,5.5
stackelberg,State of the Art,2,4,0.3164677619934082,7,-3.0,-8.5,0.11664,5.5
stackelberg,Stackelberg,3,0,0.5061507225036621,7,-4.0,-34.0,0.9,30.0
stackelberg,Stackelberg,3,1,0.5061507225036621,10,-4.0,-34.0,0.54,30.0
stackelberg,Stackelberg,3,2,0.5061507225036621,10,-4.0,-34.0,0.324,30.0
stackelberg,Stackelberg,3,3,0.5061507225036621,10,-4.0,-34.0,0.1944,30.0
stackelberg,Stackelberg,3,4,0.5061507225036621,10,-4.0,-34.0,0.11664,30.0
stackelberg,State of the Art,3,0,0.4479842185974121,7,-4.0,-8.5,0.9,4.5
stackelberg,State of the Art,3,1,0.4479842185974121,10,-4.0,-8.5,0.54,4.5
stackelberg,State of the Art,3,2,0.4479842185974121,10,-4.0,-8.5,0.324,4.5
stackelberg,State of the Art,3,3,0.4479842185974121,10,-4.0,-8.5,0.1944,4.5
stackelberg,State of the Art,3,4,0.4479842185974121,10,-4.0,-8.5,0.11664,4.5
stackelberg,Stackelberg,4,0,0.6938979625701904,9,-5.0,-42.5,0.9,37.5
stackelberg,Stackelberg,4,1,0.6938979625701904,13,-5.0,-42.5,0.54,37.5
stackelberg,Stackelberg,4,2,0.6938979625701904,13,-5.0,-42.5,0.324,37.5
stackelberg,Stackelberg,4,3,0.6938979625701904,13,-5.0,-42.5,0.1944,37.5
stackelberg,Stackelberg,4,4,0.6938979625701904,13,-5.0,-42.5,0.11664,37.5
stackelberg,State of the Art,4,0,0.6241867542266846,9,-5.0,-8.5,0.9,3.5
stackelberg,State of the Art,4,1,0.6241867542266846,13,-5.0,-8.5,0.54,3.5
stackelberg,State of the Art,4,2,0.6241867542266846,13,-5.0,-8.5,0.324,3.5
stackelberg,State of the Art,4,3,0.6241867542266846,13,-5.0,-8.5,0.1944,3.5
stackelberg,State of the Art,4,4,0.6241867542266846,13,-5.0,-8.5,0.11664,3.5
stackelberg,Stackelberg,5,0,0.8446218967437744,11,-6.0,-51.0,0.9,45.0
stackelberg,Stackelberg,5,1,0.8446218967437744,16,-6.0,-51.0,0.54,45.0
stackelberg,Stackelberg,5,2,0.8446218967437744,16,-6.0,-51.0,0.324,45.0
stackelberg,Stackelberg,5,3,0.8446218967437744,16,-6.0,-51.0,0.1944,45.0
stackelberg,Stackelberg,5,4,0.8446218967437744,16,-6.0,-51.0,0.11664,45.0
stackelberg,State of the Art,5,0,0.7162671089172363,11,-6.0,-8.5,0.9,2.5
stackelberg,State of the Art,5,1,0.7162671089172363,16,-6.0,-8.5,0.54,2.5
stackelberg,State of the Art,5,2,0.7162671089172363,16,-6.0,-8.5,0.324,2.5
stackelberg,State of the Art,5,3,0.7162671089172363,16,-6.0,-8.5,0.1944,2.5
stackelberg,State of the Art,5,4,0.7162671089172363,16,-6.0,-8.5,0.11664,2.5
