gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value,follower_value,density,gap
cooperative,Stackelberg,1,0,0.831428050994873,3,7.500000000000001,7.500000000000001,0.9,0.0
cooperative,Stackelberg,1,1,0.831428050994873,4,10.815000000000001,10.815000000000001,0.54,0.0
cooperative,Stackelberg,1,2,0.831428050994873,4,10.815000000000001,10.815000000000001,0.324,0.0
cooperative,Stackelberg,1,3,0.831428050994873,4,10.815000000000001,10.815000000000001,0.1944,0.0
cooperative,Stackelberg,1,4,0.831428050994873,4,10.815000000000001,10.815000000000001,0.11664,0.0
cooperative,State of the Art,1,0,0.05625605583190918,3,7.500000000000001,7.500000000000001,0.9,0.0
cooperative,State of the Art,1,1,0.05625605583190918,4,10.815000000000001,10.815000000000001,0.54,0.0
cooperative,State of the Art,1,2,0.05625605583190918,4,10.815000000000001,10.815000000000001,0.324,0.0
cooperative,State of the Art,1,3,0.05625605583190918,4,10.815000000000001,10.815000000000001,0.1944,0.0
cooperative,State of the Art,1,4,0.05625605583190918,4,10.815000000000001,10.815000000000001,0.11664,0.0
cooperative,Stackelberg,2,0,1.3719391822814941,5,11.7475,11.7475,0.9,0.0
cooperative,Stackelberg,2,1,1.3719391822814941,7,13.015487500000003,13.015487500000003,0.54,0.0
cooperative,Stackelberg,2,2,1.3719391822814941,7,13.015487500000003,13.015487500000003,0.324,0.0
cooperative,Stackelberg,2,3,1.3719391822814941,7,13.015487500000003,13.015487500000003,0.1944,0.0
cooperative,Stackelberg,2,4,1.3719391822814941,7,13.015487500000003,13.015487500000003,0.11664,0.0
cooperative,State of the Art,2,0,0.13217520713806152,5,11.7475,11.7475,0.9,0.0
cooperative,State of the Art,2,1,0.13217520713806152,7,13.015487500000003,13.015487500000003,0.54,0.0
cooperative,State of the Art,2,2,0.13217520713806152,7,13.015487500000003,13.015487500000003,0.324,0.0
cooperative,State of the Art,2,3,0.13217520713806152,7,13.015487500000003,13.015487500000003,0.1944,0.0
cooperative,State of the Art,2,4,0.13217520713806152,7,13.015487500000003,13.015487500000003,0.11664,0.0
cooperative,Stackelberg,3,0,1.9165871143341064,7,9.747500000000002,9.747500000000002,0.9,0.0
cooperative,Stackelberg,3,1,1.9165871143341064,10,22.647234843750002,22.647234843750002,0.54,0.0
cooperative,Stackelberg,3,2,1.9165871143341064,10,22.647234843750002,22.647234843750002,0.324,0.0
cooperative,Stackelberg,3,3,1.9165871143341064,10,22.647234843750002,22.647234843750002,0.1944,0.0
cooperative,Stackelberg,3,4,1.9165871143341064,10,22.647234843750002,22.647234843750002,0.11664,0.0
cooperative,State of the Art,3,0,0.19569778442382812,7,9.747500000000002,9.747500000000002,0.9,0.0
cooperative,State of the Art,3,1,0.19569778442382812,10,22.647234843750002,22.647234843750002,0.54,0.0
cooperative,State of the Art,3,2,0.19569778442382812,10,22.647234843750002,22.647234843750002,0.324,0.0
cooperative,State of the Art,3,3,0.19569778442382812,10,22.647234843750002,22.647234843750002,0.1944,0.0
cooperative,State of the Art,3,4,0.19569778442382812,10,22.647234843750002,22.647234843750002,0.11664,0.0
cooperative,Stackelberg,4,0,2.4201231002807617,9,7.7475000000000005,7.7475000000000005,0.9,0.0
cooperative,Stackelberg,4,1,2.4201231002807617,13,26.639141291406258,26.639141291406258,0.54,0.0
cooperative,Stackelberg,4,2,2.4201231002807617,13,26.639141291406258,26.639141291406258,0.324,0.0
cooperative,Stackelberg,4,3,2.4201231002807617,13,26.639141291406258,26.639141291406258,0.1944,0.0
cooperative,Stackelberg,4,4,2.4201231002807617,13,26.639141291406258,26.639141291406258,0.11664,0.0
cooperative,State of the Art,4,0,0.2665848731994629,9,7.7475000000000005,7.7475000000000005,0.9,0.0
cooperative,State of the Art,4,1,0.2665848731994629,13,26.639141291406258,26.639141291406258,0.54,0.0
cooperative,State of the Art,4,2,0.2665848731994629,13,26.639141291406258,26.639141291406258,0.324,0.0
cooperative,State of the Art,4,3,0.2665848731994629,13,26.639141291406258,26.639141291406258,0.1944,0.0
cooperative,State of the Art,4,4,0.2665848731994629,13,26.639141291406258,26.639141291406258,0.11664,0.0
cooperative,Stackelberg,5,0,3.089185953140259,11,5.7475000000000005,5.7475000000000005,0.9,0.0
cooperative,Stackelberg,5,1,3.089185953140259,16,34.990170987902346,34.990170987902346,0.54,0.0
cooperative,Stackelberg,5,2,3.089185953140259,16,34.990170987902346,34.990170987902346,0.324,0.0
cooperative,Stackelberg,5,3,3.089185953140259,16,34.990170987902346,34.990170987902346,0.1944,0.0
cooperative,Stackelberg,5,4,3.089185953140259,16,34.990170987902346,34.990170987902346,0.11664,0.0
cooperative,State of the Art,5,0,0.3396260738372803,11,5.7475000000000005,5.7475000000000005,0.9,0.0
cooperative,State of the Art,5,1,0.3396260738372803,16,34.990170987902346,34.990170987902346,0.54,0.0
cooperative,State of the Art,5,2,0.3396260738372803,16,34.990170987902346,34.990170987902346,0.324,0.0
cooperative,State of the Art,5,3,0.3396260738372803,16,34.990170987902346,34.990170987902346,0.1944,0.0
cooperative,State of the Art,5,4,0.3396260738372803,16,34.990170987902346,34.990170987902346,0.11664,0.0
zerosum,Stackelberg,1,0,0.7708990573883057,3,-88.22274983811785,88.22274983811785,0.9,176.4454996762357
zerosum,Stackelberg,1,1,0.7708990573883057,4,-88.22274983811785,88.22274983811785,0.54,176.4454996762357
zerosum,Stackelberg,1,2,0.7708990573883057,4,-88.22274983811785,88.22274983811785,0.324,176.4454996762357
zerosum,Stackelberg,1,3,0.7708990573883057,4,-88.22274983811785,88.22274983811785,0.1944,176.4454996762357
zerosum,Stackelberg,1,4,0.7708990573883057,4,-88.22274983811785,88.22274983811785,0.11664,176.4454996762357
zerosum,State of the Art,1,0,1.0503621101379395,3,-88.22274983811785,-88.22274983811785,0.9,0.0
zerosum,State of the Art,1,1,1.0503621101379395,4,-88.22274983811785,-88.22274983811785,0.54,0.0
zerosum,State of the Art,1,2,1.0503621101379395,4,-88.22274983811785,-88.22274983811785,0.324,0.0
zerosum,State of the Art,1,3,1.0503621101379395,4,-88.22274983811785,-88.22274983811785,0.1944,0.0
zerosum,State of the Art,1,4,1.0503621101379395,4,-88.22274983811785,-88.22274983811785,0.11664,0.0
zerosum,Stackelberg,2,0,1.4094579219818115,5,-125.25059326342148,125.25059326342148,0.9,250.50118652684296
zerosum,Stackelberg,2,1,1.4094579219818115,7,-125.25059326342148,125.25059326342148,0.54,250.50118652684296
zerosum,Stackelberg,2,2,1.4094579219818115,7,-125.25059326342148,125.25059326342148,0.324,250.50118652684296
zerosum,Stackelberg,2,3,1.4094579219818115,7,-125.25059326342148,125.25059326342148,0.1944,250.50118652684296
zerosum,Stackelberg,2,4,1.4094579219818115,7,-125.25059326342148,125.25059326342148,0.11664,250.50118652684296
zerosum,State of the Art,2,0,1.8434128761291504,5,-125.25059326342148,-125.25059326342148,0.9,0.0
zerosum,State of the Art,2,1,1.8434128761291504,7,-125.25059326342148,-125.25059326342148,0.54,0.0
zerosum,State of the Art,2,2,1.8434128761291504,7,-125.25059326342148,-125.25059326342148,0.324,0.0
zerosum,State of the Art,2,3,1.8434128761291504,7,-125.25059326342148,-125.25059326342148,0.1944,0.0
zerosum,State of the Art,2,4,1.8434128761291504,7,-125.25059326342148,-125.25059326342148,0.11664,0.0
zerosum,Stackelberg,3,0,1.9967000484466553,7,-157.0033717259756,157.0033717259756,0.9,314.0067434519512
zerosum,Stackelberg,3,1,1.9967000484466553,10,-157.0033717259756,157.0033717259756,0.54,314.0067434519512
zerosum,Stackelberg,3,2,1.9967000484466553,10,-157.0033717259756,157.0033717259756,0.324,314.0067434519512
zerosum,Stackelberg,3,3,1.9967000484466553,10,-157.0033717259756,157.0033717259756,0.1944,314.0067434519512
zerosum,Stackelberg,3,4,1.9967000484466553,10,-157.0033717259756,157.0033717259756,0.11664,314.0067434519512
zerosum,State of the Art,3,0,2.618349075317383,7,-157.0033717259755,-157.0033717259755,0.9,0.0
zerosum,State of the Art,3,1,2.618349075317383,10,-157.0033717259755,-157.0033717259755,0.54,0.0
zerosum,State of the Art,3,2,2.618349075317383,10,-157.0033717259755,-157.0033717259755,0.324,0.0
zerosum,State of the Art,3,3,2.618349075317383,10,-157.0033717259755,-157.0033717259755,0.1944,0.0
zerosum,State of the Art,3,4,2.618349075317383,10,-157.0033717259755,-157.0033717259755,0.11664,0.0
zerosum,Stackelberg,4,0,2.610812187194824,9,-188.01275395252526,188.01275395252526,0.9,376.0255079050505
zerosum,Stackelberg,4,1,2.610812187194824,13,-188.01275395252526,188.01275395252526,0.54,376.0255079050505
zerosum,Stackelberg,4,2,2.610812187194824,13,-188.01275395252526,188.01275395252526,0.324,376.0255079050505
zerosum,Stackelberg,4,3,2.610812187194824,13,-188.01275395252526,188.01275395252526,0.1944,376.0255079050505
zerosum,Stackelberg,4,4,2.610812187194824,13,-188.01275395252526,188.01275395252526,0.11664,376.0255079050505
zerosum,State of the Art,4,0,3.524736166000366,9,-188.01275395252537,-188.01275395252537,0.9,0.0
zerosum,State of the Art,4,1,3.524736166000366,13,-188.01275395252537,-188.01275395252537,0.54,0.0
zerosum,State of the Art,4,2,3.524736166000366,13,-188.01275395252537,-188.01275395252537,0.324,0.0
zerosum,State of the Art,4,3,3.524736166000366,13,-188.01275395252537,-188.01275395252537,0.1944,0.0
zerosum,State of the Art,4,4,3.524736166000366,13,-188.01275395252537,-188.01275395252537,0.11664,0.0
zerosum,Stackelberg,5,0,3.258880853652954,11,-218.19978998807304,218.19978998807304,0.9,436.3995799761461
zerosum,Stackelberg,5,1,3.258880853652954,16,-218.19978998807304,218.19978998807304,0.54,436.3995799761461
zerosum,Stackelberg,5,2,3.258880853652954,16,-218.19978998807304,218.19978998807304,0.324,436.3995799761461
zerosum,Stackelberg,5,3,3.258880853652954,16,-218.19978998807304,218.19978998807304,0.1944,436.3995799761461
zerosum,Stackelberg,5,4,3.258880853652954,16,-218.19978998807304,218.19978998807304,0.11664,436.3995799761461
zerosum,State of the Art,5,0,4.429749011993408,11,-218.19978998807312,-218.19978998807312,0.9,0.0
zerosum,State of the Art,5,1,4.429749011993408,16,-218.19978998807312,-218.19978998807312,0.54,0.0
zerosum,State of the Art,5,2,4.429749011993408,16,-218.19978998807312,-218.19978998807312,0.324,0.0
zerosum,State of the Art,5,3,4.429749011993408,16,-218.19978998807312,-218.19978998807312,0.1944,0.0
zerosum,State of the Art,5,4,4.429749011993408,16,-218.19978998807312,-218.19978998807312,0.11664,0.0
stackelberg,Stackelberg,1,0,0.71561598777771,3,-4.091420702443281,-77.89330660994764,0.9,73.80188590750436
stackelberg,Stackelberg,1,1,0.71561598777771,4,3.468480039267017,-77.89330660994764,0.54,81.36178664921466
stackelberg,Stackelberg,1,2,0.71561598777771,4,3.468480039267017,-77.89330660994764,0.324,81.36178664921466
stackelberg,Stackelberg,1,3,0.71561598777771,4,3.468480039267017,-77.89330660994764,0.1944,81.36178664921466
stackelberg,Stackelberg,1,4,0.71561598777771,4,3.468480039267017,-77.89330660994764,0.11664,81.36178664921466
stackelberg,State of the Art,1,0,0.664233922958374,3,-5.5953426774287305,-52.611111111111114,0.9,47.01576843368238
stackelberg,State of the Art,1,1,0.664233922958374,4,2.4107554144557923,-52.611111111111114,0.54,55.02186652556691
stackelberg,State of the Art,1,2,0.664233922958374,4,2.4107554144557923,-52.611111111111114,0.324,55.02186652556691
stackelberg,State of the Art,1,3,0.664233922958374,4,2.4107554144557923,-52.611111111111114,0.1944,55.02186652556691
stackelberg,State of the Art,1,4,0.664233922958374,4,2.4107554144557923,-52.611111111111114,0.11664,55.02186652556691
stackelberg,Stackelberg,2,0,1.2822198867797852,5,-10.413742182955195,-120.09319717132055,0.9,109.67945498836536
stackelberg,Stackelberg,2,1,1.2822198867797852,7,3.9693230048356627,-113.57303189445173,0.54,117.54235489928739
stackelberg,Stackelberg,2,2,1.2822198867797852,7,3.9693230048356627,-113.57303189445173,0.324,117.54235489928739
stackelberg,Stackelberg,2,3,1.2822198867797852,7,3.9693230048356627,-113.57303189445173,0.1944,117.54235489928739
stackelberg,Stackelberg,2,4,1.2822198867797852,7,3.9693230048356627,-113.57303189445173,0.11664,117.54235489928739
stackelberg,State of the Art,2,0,1.2349090576171875,5,-10.4137421829552,-52.611111111111114,0.9,42.19736892815591
stackelberg,State of the Art,2,1,1.2349090576171875,7,2.7442729666996524,-52.611111111111114,0.54,55.35538407781077
stackelberg,State of the Art,2,2,1.2349090576171875,7,2.7442729666996524,-52.611111111111114,0.324,55.35538407781077
stackelberg,State of the Art,2,3,1.2349090576171875,7,2.7442729666996524,-52.611111111111114,0.1944,55.35538407781077
stackelberg,State of the Art,2,4,1.2349090576171875,7,2.7442729666996524,-52.611111111111114,0.11664,55.35538407781077
stackelberg,Stackelberg,3,0,1.8585238456726074,7,-27.91485329406632,-134.64208606020944,0.9,106.72723276614312
stackelberg,Stackelberg,3,1,1.8585238456726074,10,7.622631326420706,-134.64208606020944,0.54,142.26471738663014
stackelberg,Stackelberg,3,2,1.8585238456726074,10,7.622631326420706,-134.64208606020944,0.324,142.26471738663014
stackelberg,Stackelberg,3,3,1.8585238456726074,10,7.622631326420706,-134.64208606020944,0.1944,142.26471738663014
stackelberg,Stackelberg,3,4,1.8585238456726074,10,7.622631326420706,-134.64208606020944,0.11664,142.26471738663014
stackelberg,State of the Art,3,0,1.761092185974121,7,-29.290310803277094,-52.611111111111114,0.9,23.32080030783402
stackelberg,State of the Art,3,1,1.761092185974121,10,5.50628856748823,-52.611111111111114,0.54,58.11739967859934
stackelberg,State of the Art,3,2,1.761092185974121,10,5.50628856748823,-52.611111111111114,0.324,58.11739967859934
stackelberg,State of the Art,3,3,1.761092185974121,10,5.50628856748823,-52.611111111111114,0.1944,58.11739967859934
stackelberg,State of the Art,3,4,1.761092185974121,10,5.50628856748823,-52.611111111111114,0.11664,58.11739967859934
stackelberg,Stackelberg,4,0,2.386451005935669,9,-29.91485329406632,-176.41708606020944,0.9,146.50223276614312
stackelberg,Stackelberg,4,1,2.386451005935669,13,8.657978557651985,-176.41708606020944,0.54,185.07506461786141
stackelberg,Stackelberg,4,2,2.386451005935669,13,8.657978557651985,-176.41708606020944,0.324,185.07506461786141
stackelberg,Stackelberg,4,3,2.386451005935669,13,8.657978557651985,-176.41708606020944,0.1944,185.07506461786141
stackelberg,Stackelberg,4,4,2.386451005935669,13,8.657978557651985,-176.41708606020944,0.11664,185.07506461786141
stackelberg,State of the Art,4,0,2.3561229705810547,9,-31.290310803277094,-52.611111111111114,0.9,21.32080030783402
stackelberg,State of the Art,4,1,2.3561229705810547,13,6.305822702679869,-52.611111111111114,0.54,58.91693381379098
