gametype,SOTA,horizon,iterations,time,number_of_beliefs,values,tabular value,density
cooperative,Stackelberg,1,3,"[0.0865638256072998, 0.23449993133544922, 0.3427441120147705]","[2, 5, 9]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[0.25, 0.125005, 1e-05]"
cooperative,Stackelberg,2,3,"[0.06722879409790039, 0.1824638843536377, 0.2991640567779541]","[2, 5, 9]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[0.25, 0.125005, 1e-05]"
cooperative,State of the Art,1,3,"[0.003257274627685547, 0.009936332702636719, 0.01635003089904785]","[2, 5, 9]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[0.25, 0.125005, 1e-05]"
cooperative,State of the Art,2,3,"[0.0028107166290283203, 0.008075952529907227, 0.013762712478637695]","[2, 5, 9]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[(1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002), (1.0000000000000002, 1.0000000000000002)]","[0.25, 0.125005, 1e-05]"
zerosum,Stackelberg,1,3,"[0.07640981674194336, 0.2054300308227539, 0.3200187683105469]","[2, 5, 9]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[0.25, 0.125005, 1e-05]"
zerosum,Stackelberg,2,3,"[0.08414006233215332, 0.19991302490234375, 0.3190748691558838]","[2, 5, 9]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[0.25, 0.125005, 1e-05]"
zerosum,State of the Art,1,3,"[0.121337890625, 0.3130009174346924, 0.531052827835083]","[2, 5, 9]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[0.25, 0.125005, 1e-05]"
zerosum,State of the Art,2,3,"[0.11053895950317383, 0.3087286949157715, 0.5114560127258301]","[2, 5, 9]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[(0.5, -0.5), (0.5, -0.5), (0.5, -0.5)]","[0.25, 0.125005, 1e-05]"
stackelberg,Stackelberg,1,3,"[0.07571697235107422, 0.1884782314300537, 0.3064250946044922]","[2, 5, 9]","[(1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001)]","[(1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001)]","[0.25, 0.125005, 1e-05]"
stackelberg,Stackelberg,2,3,"[0.07012414932250977, 0.18911218643188477, 0.3022782802581787]","[2, 5, 9]","[(1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001)]","[(1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001), (1.0000000000000002, 0.9000000000000001)]","[0.25, 0.125005, 1e-05]"
stackelberg,State of the Art,1,3,"[0.07394576072692871, 0.19655179977416992, 0.323131799697876]","[2, 5, 9]","[(1.0000000000000002, 0.0), (1.0000000000000002, 0.0), (1.0000000000000002, 0.0)]","[(1.0000000000000002, 0.0), (1.0000000000000002, 0.0), (1.0000000000000002, 0.0)]","[0.25, 0.125005, 1e-05]"
stackelberg,State of the Art,2,3,"[0.07945871353149414, 0.1998887062072754, 0.32509279251098633]","[2, 5, 9]","[(1.0000000000000002, 0.0), (1.0000000000000002, 0.0), (1.0000000000000002, 0.0)]","[(1.0000000000000002, 0.0), (1.0000000000000002, 0.0), (1.0000000000000002, 0.0)]","[0.25, 0.125005, 1e-05]"
