gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value_b0,follower_value_b0,density,gap
cooperative,True,1,0,0.14607620239257812,6,-51.8,-51.8,0.1,0.0
cooperative,True,1,1,0.14607620239257812,6,-51.8,-51.8,0.1,0.0
cooperative,True,1,2,0.14607620239257812,6,-51.8,-51.8,0.1,0.0
cooperative,True,1,3,0.14607620239257812,6,-51.8,-51.8,0.1,0.0
cooperative,True,1,4,0.14607620239257812,6,-51.8,-51.8,0.1,0.0
cooperative,True,2,0,0.615962028503418,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,2,1,0.615962028503418,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,2,2,0.615962028503418,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,2,3,0.615962028503418,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,2,4,0.615962028503418,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,3,0,1.6976330280303955,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,3,1,1.6976330280303955,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,3,2,1.6976330280303955,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,3,3,1.6976330280303955,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,3,4,1.6976330280303955,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,4,0,2.9130241870880127,68,-57.2,-57.2,0.1,0.0
cooperative,True,4,1,2.9130241870880127,68,-57.2,-57.2,0.1,0.0
cooperative,True,4,2,2.9130241870880127,68,-57.2,-57.2,0.1,0.0
cooperative,True,4,3,2.9130241870880127,68,-57.2,-57.2,0.1,0.0
cooperative,True,4,4,2.9130241870880127,68,-57.2,-57.2,0.1,0.0
cooperative,True,5,0,4.183351039886475,90,-59.0,-59.0,0.1,0.0
cooperative,True,5,1,4.183351039886475,90,-59.0,-59.0,0.1,0.0
cooperative,True,5,2,4.183351039886475,90,-59.0,-59.0,0.1,0.0
cooperative,True,5,3,4.183351039886475,90,-59.0,-59.0,0.1,0.0
cooperative,True,5,4,4.183351039886475,90,-59.0,-59.0,0.1,0.0
cooperative,False,1,0,0.7193291187286377,6,-51.8,-51.8,0.1,0.0
cooperative,False,1,1,0.7193291187286377,6,-51.8,-51.8,0.1,0.0
cooperative,False,1,2,0.7193291187286377,6,-51.8,-51.8,0.1,0.0
