gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value_b0,follower_value_b0,density,gap
cooperative,True,1,1,0.01258397102355957,4,-15.0,-15.0,0.1,0.0
cooperative,True,1,2,0.01258397102355957,4,-15.0,-15.0,0.1,0.0
cooperative,True,1,3,0.01258397102355957,4,-15.0,-15.0,0.1,0.0
cooperative,True,1,4,0.01258397102355957,4,-15.0,-15.0,0.1,0.0
cooperative,True,1,5,0.01258397102355957,4,-15.0,-15.0,0.1,0.0
cooperative,True,2,1,0.03222990036010742,9,-22.5,-22.5,0.1,0.0
cooperative,True,2,2,0.03222990036010742,9,-22.5,-22.5,0.1,0.0
cooperative,True,2,3,0.03222990036010742,9,-22.5,-22.5,0.1,0.0
cooperative,True,2,4,0.03222990036010742,9,-22.5,-22.5,0.1,0.0
cooperative,True,2,5,0.03222990036010742,9,-22.5,-22.5,0.1,0.0
cooperative,True,3,1,0.0575871467590332,14,-32.5,-32.5,0.1,0.0
cooperative,True,3,2,0.0575871467590332,14,-32.5,-32.5,0.1,0.0
cooperative,True,3,3,0.0575871467590332,14,-32.5,-32.5,0.1,0.0
cooperative,True,3,4,0.0575871467590332,14,-32.5,-32.5,0.1,0.0
cooperative,True,3,5,0.0575871467590332,14,-32.5,-32.5,0.1,0.0
cooperative,True,4,1,0.08074188232421875,19,-40.0,-40.0,0.1,0.0
cooperative,True,4,2,0.08074188232421875,19,-40.0,-40.0,0.1,0.0
cooperative,True,4,3,0.08074188232421875,19,-40.0,-40.0,0.1,0.0
cooperative,True,4,4,0.08074188232421875,19,-40.0,-40.0,0.1,0.0
cooperative,True,4,5,0.08074188232421875,19,-40.0,-40.0,0.1,0.0
cooperative,True,5,1,0.10421395301818848,24,-47.5,-47.5,0.1,0.0
cooperative,True,5,2,0.10421395301818848,24,-47.5,-47.5,0.1,0.0
cooperative,True,5,3,0.10421395301818848,24,-47.5,-47.5,0.1,0.0
cooperative,True,5,4,0.10421395301818848,24,-47.5,-47.5,0.1,0.0
cooperative,True,5,5,0.10421395301818848,24,-47.5,-47.5,0.1,0.0
cooperative,False,1,1,0.2501850128173828,4,-15.0,-15.0,0.1,0.0
cooperative,False,1,2,0.2501850128173828,4,-15.0,-15.0,0.1,0.0
cooperative,False,1,3,0.2501850128173828,4,-15.0,-15.0,0.1,0.0
cooperative,False,1,4,0.2501850128173828,4,-15.0,-15.0,0.1,0.0
cooperative,False,1,5,0.2501850128173828,4,-15.0,-15.0,0.1,0.0
cooperative,False,2,1,0.5412790775299072,9,-22.5,-22.5,0.1,0.0
cooperative,False,2,2,0.5412790775299072,9,-22.5,-22.5,0.1,0.0
cooperative,False,2,3,0.5412790775299072,9,-22.5,-22.5,0.1,0.0
cooperative,False,2,4,0.5412790775299072,9,-22.5,-22.5,0.1,0.0
cooperative,False,2,5,0.5412790775299072,9,-22.5,-22.5,0.1,0.0
cooperative,False,3,1,0.8713281154632568,14,-32.5,-32.5,0.1,0.0
cooperative,False,3,2,0.8713281154632568,14,-32.5,-32.5,0.1,0.0
cooperative,False,3,3,0.8713281154632568,14,-32.5,-32.5,0.1,0.0
cooperative,False,3,4,0.8713281154632568,14,-32.5,-32.5,0.1,0.0
cooperative,False,3,5,0.8713281154632568,14,-32.5,-32.5,0.1,0.0
cooperative,False,4,1,1.3363902568817139,19,-40.0,-40.0,0.1,0.0
cooperative,False,4,2,1.3363902568817139,19,-40.0,-40.0,0.1,0.0
cooperative,False,4,3,1.3363902568817139,19,-40.0,-40.0,0.1,0.0
cooperative,False,4,4,1.3363902568817139,19,-40.0,-40.0,0.1,0.0
cooperative,False,4,5,1.3363902568817139,19,-40.0,-40.0,0.1,0.0
cooperative,False,5,1,1.7380828857421875,24,-47.5,-47.5,0.1,0.0
cooperative,False,5,2,1.7380828857421875,24,-47.5,-47.5,0.1,0.0
cooperative,False,5,3,1.7380828857421875,24,-47.5,-47.5,0.1,0.0
cooperative,False,5,4,1.7380828857421875,24,-47.5,-47.5,0.1,0.0
cooperative,False,5,5,1.7380828857421875,24,-47.5,-47.5,0.1,0.0
stackelberg,True,1,1,0.22982406616210938,4,-15.0,-14.5,0.1,0.5
stackelberg,True,1,2,0.22982406616210938,4,-15.0,-14.5,0.1,0.5
stackelberg,True,1,3,0.22982406616210938,4,-15.0,-14.5,0.1,0.5
stackelberg,True,1,4,0.22982406616210938,4,-15.0,-14.5,0.1,0.5
stackelberg,True,1,5,0.22982406616210938,4,-15.0,-14.5,0.1,0.5
stackelberg,True,2,1,0.5295798778533936,9,-22.5,-14.5,0.1,8.0
stackelberg,True,2,2,0.5295798778533936,9,-22.5,-14.5,0.1,8.0
stackelberg,True,2,3,0.5295798778533936,9,-22.5,-14.5,0.1,8.0
stackelberg,True,2,4,0.5295798778533936,9,-22.5,-14.5,0.1,8.0
stackelberg,True,2,5,0.5295798778533936,9,-22.5,-14.5,0.1,8.0
stackelberg,True,3,1,0.9135029315948486,14,-32.5,-8.5,0.1,24.0
stackelberg,True,3,2,0.9135029315948486,14,-32.5,-8.5,0.1,24.0
stackelberg,True,3,3,0.9135029315948486,14,-32.5,-8.5,0.1,24.0
stackelberg,True,3,4,0.9135029315948486,14,-32.5,-8.5,0.1,24.0
stackelberg,True,3,5,0.9135029315948486,14,-32.5,-8.5,0.1,24.0
stackelberg,True,4,1,1.1361610889434814,19,-40.0,-8.5,0.1,31.5
stackelberg,True,4,2,1.1361610889434814,19,-40.0,-8.5,0.1,31.5
stackelberg,True,4,3,1.1361610889434814,19,-40.0,-8.5,0.1,31.5
stackelberg,True,4,4,1.1361610889434814,19,-40.0,-8.5,0.1,31.5
stackelberg,True,4,5,1.1361610889434814,19,-40.0,-8.5,0.1,31.5
stackelberg,True,5,1,1.4635190963745117,24,-47.5,-8.5,0.1,39.0
stackelberg,True,5,2,1.4635190963745117,24,-47.5,-8.5,0.1,39.0
stackelberg,True,5,3,1.4635190963745117,24,-47.5,-8.5,0.1,39.0
stackelberg,True,5,4,1.4635190963745117,24,-47.5,-8.5,0.1,39.0
stackelberg,True,5,5,1.4635190963745117,24,-47.5,-8.5,0.1,39.0
stackelberg,False,1,1,0.23974609375,4,-15.0,-29.0,0.1,14.0
stackelberg,False,1,2,0.23974609375,4,-15.0,-29.0,0.1,14.0
stackelberg,False,1,3,0.23974609375,4,-15.0,-29.0,0.1,14.0
stackelberg,False,1,4,0.23974609375,4,-15.0,-29.0,0.1,14.0
stackelberg,False,1,5,0.23974609375,4,-15.0,-29.0,0.1,14.0
stackelberg,False,2,1,0.5676100254058838,9,-22.5,-43.5,0.1,21.0
stackelberg,False,2,2,0.5676100254058838,9,-22.5,-43.5,0.1,21.0
stackelberg,False,2,3,0.5676100254058838,9,-22.5,-43.5,0.1,21.0
stackelberg,False,2,4,0.5676100254058838,9,-22.5,-43.5,0.1,21.0
stackelberg,False,2,5,0.5676100254058838,9,-22.5,-43.5,0.1,21.0
stackelberg,False,3,1,0.9795470237731934,14,-32.5,-52.0,0.1,19.5
