gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value_b0,follower_value_b0,density,gap
cooperative,True,1,0,0.07499313354492188,17,-5.9923197138675715,-5.9923197138675715,0.1,0.0
cooperative,True,2,0,1.071289300918579,135,-8.991470876578926,-8.991470876578926,0.1,0.0
cooperative,True,3,0,21.76514482498169,693,-12.737911431430547,-12.737911431430547,0.1,0.0
cooperative,False,1,0,0.31346821784973145,17,-5.9923197138675715,-5.9923197138675715,0.1,0.0
cooperative,False,2,0,2.972367763519287,135,-8.991470876578926,-8.991470876578926,0.1,0.0
cooperative,False,3,0,33.0622079372406,693,-12.737911431430547,-12.737911431430547,0.1,0.0
stackelberg,True,1,0,0.2731819152832031,17,-5.991925882981797,-2.7037037037009997,0.1,3.2882221792807975
stackelberg,True,2,0,2.596334218978882,135,-8.982690247370638,-2.7037037037009997,0.1,6.278986543669638
stackelberg,True,3,0,31.226834774017334,693,-12.737911431430547,-2.7037037037009997,0.1,10.034207727729548
stackelberg,False,1,0,0.34290003776550293,17,-5.991925882981797,-5.453268619500275,0.1,0.5386572634815225
stackelberg,False,2,0,3.0998270511627197,135,-8.982690247370638,-8.618604271122537,0.1,0.36408597624810035
stackelberg,False,3,0,36.03566002845764,693,-12.737911431430547,-12.745164265256006,0.1,0.007252833825459604
zerosum,True,1,0,0.4651508331298828,17,-6.008599684994539,-6.008599684994539,0.1,0.0
zerosum,True,2,0,3.982100009918213,135,-9.084494994885333,-9.084494994885333,0.1,0.0
zerosum,True,3,0,35.659902811050415,693,-12.659236549239226,-12.659236549239226,0.1,0.0
zerosum,False,1,0,0.3180358409881592,17,-5.9923197138675715,5.9923197138675715,0.1,11.984639427735143
zerosum,False,2,0,3.0376381874084473,135,-8.991470876578926,8.991470876578926,0.1,17.982941753157853
zerosum,False,3,0,34.675859212875366,693,-12.737911431430547,12.737911431430547,0.1,25.475822862861094
