gametype,SOTA,horizon,num_iterations,average_time,number_of_beliefs,leader_value_b0,follower_value_b0,density,gap
cooperative,True,1,2,0.07038998603820801,6,-51.8,-51.8,0.1,0.0
cooperative,True,2,2,0.18243408203125,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,True,3,2,0.41268301010131836,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,True,4,2,0.6686458587646484,68,-57.2,-57.2,0.1,0.0
cooperative,True,5,2,0.9447729587554932,90,-59.0,-59.0,0.1,0.0
cooperative,False,1,2,0.18473100662231445,6,-51.8,-51.8,0.1,0.0
cooperative,False,2,2,0.6721529960632324,25,-53.599999999999994,-53.599999999999994,0.1,0.0
cooperative,False,3,2,1.3905320167541504,46,-55.400000000000006,-55.400000000000006,0.1,0.0
cooperative,False,4,2,2.099766969680786,68,-57.2,-57.2,0.1,0.0
cooperative,False,5,2,2.87444806098938,90,-59.0,-59.0,0.1,0.0
stackelberg,True,1,2,0.15240097045898438,6,-50.2,-47.0,0.1,3.200000000000003
stackelberg,True,2,2,0.5505061149597168,25,-50.400000000000006,-47.0,0.1,3.4000000000000057
stackelberg,True,3,2,1.1013679504394531,46,-50.599999999999994,-47.0,0.1,3.5999999999999943
stackelberg,True,4,2,1.6711270809173584,68,-50.8,-47.0,0.1,3.799999999999997
stackelberg,True,5,2,2.3333511352539062,90,-51.0,-47.0,0.1,4.0
stackelberg,False,1,2,0.1682748794555664,6,-51.8,57.2,0.1,109.0
stackelberg,False,2,2,0.6122839450836182,25,-53.599999999999994,53.60000000000001,0.1,107.2
stackelberg,False,3,2,1.2592551708221436,46,-55.400000000000006,50.0,0.1,105.4
stackelberg,False,4,2,2.0205929279327393,68,-57.2,46.400000000000006,0.1,103.60000000000001
stackelberg,False,5,2,2.77398681640625,90,-59.0,42.8,0.1,101.8
zerosum,True,1,2,0.19645309448242188,6,-50.2,-50.2,0.1,0.0
zerosum,True,2,2,0.7081480026245117,25,-50.400000000000006,-50.400000000000006,0.1,0.0
zerosum,True,3,2,1.3887629508972168,46,-50.599999999999994,-50.599999999999994,0.1,0.0
zerosum,True,4,2,2.166810989379883,68,-50.8,-50.8,0.1,0.0
zerosum,True,5,2,3.0419251918792725,90,-51.0,-51.0,0.1,0.0
zerosum,False,1,2,0.20000791549682617,6,-51.8,51.8,0.1,103.6
zerosum,False,2,2,0.7377901077270508,25,-53.599999999999994,53.599999999999994,0.1,107.19999999999999
zerosum,False,3,2,1.7088818550109863,46,-55.400000000000006,55.400000000000006,0.1,110.80000000000001
zerosum,False,4,2,2.10391902923584,68,-57.2,57.2,0.1,114.4
zerosum,False,5,2,2.950498104095459,90,-59.0,59.0,0.1,118.0
